userId,movieId,rating
3147,362,2
3653,780,4
10095,6796,4
6962,130146,2
4105,2236,4
5152,316,2
10129,3260,3
5994,296,3
9365,1073,5
4639,122926,3
2445,2355,5
9831,1259,4
3022,54286,5
1048,53550,3
1383,2502,4
9646,39,3
494,3147,4
1503,7,3
5306,4027,4
5072,71464,4
7581,508,4
981,65,2
3367,3717,2
318,33499,2
6039,308,3
1663,2605,1
1717,2770,3
5033,47,5
7239,1438,4
2461,1907,5
6395,1175,5
1265,1682,3
9271,356,3
7248,3264,2
2838,3471,4
10112,78499,4
181,2716,4
3272,2699,5
561,25,3
3593,140267,4
2616,527,5
1390,1961,4
4786,1200,4
1612,1032,3
3327,2119,1
7440,203,3
3116,43930,2
2122,1240,2
9015,140247,4
875,2028,4
5201,1261,3
6039,437,4
9852,1584,3
6169,435,3
4105,2890,3
1597,158,1
10373,32,4
3846,1732,4
2168,4728,2
7385,3039,4
1894,1265,2
3046,2422,1
793,364,3
2775,2421,2
6271,5015,4
4270,1210,4
6558,6797,3
8499,40815,2
4539,112623,4
6038,168250,1
2289,1252,4
9997,2750,2
6021,48780,4
7708,112552,4
8893,613,5
2887,158,4
3778,3176,3
6185,101864,4
734,2395,3
2616,1976,2
2099,1641,4
2294,1252,4
9130,61132,4
1400,3578,5
4771,2076,4
8261,5952,1
9819,1732,4
4196,593,5
9687,1083,4
3747,91529,2
2460,4487,2
4561,1225,5
5063,1266,5
8723,587,4
7506,4973,5
8000,81834,3
4758,48304,4
5,253,4
7288,1363,3
548,27704,3
5177,1103,5
3781,4993,4
7490,1262,3
177,1627,1
7815,688,2
7114,5378,4
9571,58078,2
5151,2570,4
462,648,3
1463,87232,5
7036,2403,3
5168,590,3
5470,3255,3
4953,48780,5
10403,1610,4
5662,1527,4
3191,50,5
2539,10,5
5288,70183,5
7540,2302,3
5493,480,3
6962,2000,1
7783,3753,3
4166,2640,3
2883,2054,1
2177,1196,4
9015,122922,4
9515,1197,5
7650,1645,4
9721,56145,1
2879,1282,4
8407,55247,4
8623,428,4
4649,1197,5
406,31225,5
10231,139644,1
9801,45722,4
5122,923,4
6939,193944,3
12,215,4
5052,4246,3
5456,2268,4
1475,3916,4
378,6242,4
8434,2155,4
7412,56165,4
7495,318,4
10483,70,3
7927,134368,3
1748,94070,4
6029,33493,4
4629,2407,3
589,117176,3
2012,4776,4
3128,1214,4
7504,1259,3
227,150,4
2625,3745,4
10458,130490,3
5750,6711,4
905,2779,5
5865,58295,1
9316,2490,3
6649,4270,2
1346,26662,4
4391,1374,4
5742,7930,3
790,7143,4
3948,2571,4
8860,105197,3
3545,6618,3
7939,101904,3
3541,1380,2
2775,4155,3
2213,434,4
8954,145,3
4756,8045,3
9181,349,5
2775,2795,4
10106,2496,2
4292,4886,5
4125,2338,2
6781,1374,5
4497,44199,3
9758,47099,4
1391,480,5
2307,2976,4
119,6539,2
4845,76251,3
1429,1584,5
6599,7153,5
561,3145,4
9809,1760,3
5470,172,1
9964,1201,3
4862,176929,2
10150,1610,4
7856,3793,4
2868,1586,3
5979,4155,2
2226,708,4
2658,76093,4
4255,54004,3
6462,362,3
6290,5060,4
1184,1380,4
10385,81562,3
1974,353,4
8131,27831,4
8035,8622,3
9586,3139,2
3517,45517,4
3431,1028,3
9839,1727,3
8,750,4
6118,322,5
1309,88129,5
3373,4447,3
2082,1050,5
7004,64,1
5572,2194,4
1675,2926,4
5177,1278,5
8263,1394,4
4429,262,3
7915,256,3
161,4225,4
2897,2462,1
8041,293,5
9295,3793,3
8321,4308,5
10115,1500,3
10460,81,2
2922,17,3
7361,4223,3
10275,3535,4
1007,1641,5
6964,108981,3
6115,16,4
5808,148671,1
80,2571,4
5019,920,3
9108,57970,5
3716,3917,4
1831,1387,4
2883,80860,3
8482,52245,3
5917,1089,5
5817,72,3
5441,5952,4
3736,3105,1
9944,3178,3
7317,364,3
947,54503,4
5943,25738,4
4901,150,5
7248,5080,3
9281,139417,2
8540,3578,5
9228,112,3
3794,134853,3
9293,142492,3
3996,3593,2
2878,587,2
1855,253,3
6983,5349,1
4601,1249,4
8619,7614,4
4973,90310,2
6752,7034,4
8150,186,3
5376,2385,1
2878,1379,4
2632,196,4
4757,1997,5
6797,5170,3
572,1266,4
1845,480,3
1691,49274,3
4496,64,3
2009,1057,3
3058,176371,3
5424,86880,3
6128,2346,3
4322,34405,5
7538,597,3
5460,36535,4
6926,54286,4
9081,37729,3
9162,6934,3
2720,35836,1
1409,8783,3
5870,432,1
1140,933,4
4860,1569,3
8979,93740,4
9205,4194,4
187,1381,3
6476,2012,2
8292,435,3
9671,110,5
4873,16,2
860,2478,4
9450,44191,4
9466,60069,4
6983,69069,4
4532,2437,3
9073,1909,2
9974,68554,3
8042,54001,3
8343,2724,4
4645,2683,5
2535,21,4
6276,122892,4
5863,30749,4
1894,2329,4
2403,64969,3
2975,7210,4
5471,7303,3
8575,81537,3
1800,6222,3
2704,54503,4
9205,3918,1
8537,48997,3
3665,3948,2
3009,296,1
2938,2512,5
8619,1225,3
9546,8636,2
364,88163,4
4377,1178,5
10391,5666,4
1512,4447,3
1405,945,5
1837,26131,5
2938,48738,4
7270,1408,3
4650,5625,4
6764,1370,5
7566,153,2
10044,3969,3
8879,47978,4
6885,4148,2
8791,3793,4
1096,2355,5
548,130442,2
4144,60069,4
6335,273,3
722,1148,4
1812,116823,3
5857,309,4
955,2997,4
215,5501,1
2806,8967,1
6810,77561,3
1089,1213,5
7106,1488,4
5313,94959,3
7395,837,3
2495,8874,4
8218,4821,2
4758,111781,3
5521,3968,2
9437,4226,4
1852,477,3
6745,280,4
9983,3882,5
5751,87232,4
9407,61240,5
8075,350,3
7865,31960,1
7357,16,4
2778,2375,4
1089,4318,4
5736,5618,5
3831,4223,3
6737,356,5
5953,903,5
4742,3105,3
8610,3793,4
910,4973,4
828,1249,3
9397,40819,3
398,344,3
5943,4239,4
4023,3107,4
8435,63072,4
8979,364,3
1977,1747,3
2003,86332,3
6090,233,3
3483,1580,2
8532,152163,3
9620,4487,3
3623,6648,2
7801,53956,3
5885,1089,4
6462,7259,2
6752,87520,3
284,7123,4
1330,4022,4
9406,3,3
4804,161,5
6898,1198,5
10496,51540,3
7798,8970,2
598,6377,1
5744,1073,5
4929,2096,3
2962,1641,3
8495,6579,5
6065,94959,5
4634,2571,1
2379,6516,2
6855,5378,3
8263,89753,3
9406,3408,4
1305,3827,3
2851,1200,4
9237,4638,3
7525,150,5
8908,4728,3
5679,33615,3
1950,339,3
3266,1208,5
4635,1,4
6296,480,3
4348,79132,3
9460,1580,4
6865,3361,2
4968,590,3
5634,2502,4
6621,1704,2
1533,140860,4
4317,4226,3
7388,247,5
321,112138,3
3916,593,5
9184,32,3
701,1876,2
4391,5464,3
5692,5502,2
3667,2642,3
8810,2067,3
5322,5,1
8733,3198,4
6346,21,3
2786,192383,4
837,6874,4
6953,597,5
3128,4975,3
7718,543,4
5681,97913,4
8575,95567,3
378,5299,2
7280,1304,5
7084,2,3
4722,1042,5
7581,5463,2
8182,22,4
3010,562,2
769,661,3
1329,1917,3
3870,180095,2
6536,41815,3
1701,597,2
6067,805,5
9434,2186,4
4421,53207,3
5805,110,5
4580,3481,4
8528,3362,4
9707,4896,5
1066,60291,4
494,61240,3
10304,98056,5
2176,3408,4
4410,54910,2
4494,1097,4
10197,38038,4
2270,91529,4
6000,169,1
2778,45499,4
8822,265,4
7221,106920,2
4691,1176,4
8960,94959,3
6089,1101,3
2957,153,2
1553,2470,4
10391,58303,3
4023,5812,4
3708,293,4
10483,52806,2
8384,6874,4
5854,457,3
1477,37733,5
9434,1019,3
7721,2273,3
1228,4299,3
3063,102993,3
2287,4643,3
8699,46578,3
3798,88108,3
2352,8784,5
2004,7373,3
8619,491,2
2820,3801,4
1899,72378,3
6963,63992,3
9622,205425,3
10512,2001,4
9463,119141,3
10263,3101,4
3541,1270,3
7351,589,5
2330,293,5
1920,8984,2
7495,1617,1
4458,380,4
4396,73017,4
3777,130490,3
10332,252,4
4410,81018,4
10081,337,5
10481,115713,3
402,83132,4
8299,4027,1
4060,64716,4
139,31410,5
9300,60069,4
4580,72741,4
2814,68791,3
10041,3663,1
253,111781,3
8434,2762,4
7029,1291,5
6963,40732,3
7561,5310,1
9130,50872,3
10347,87232,5
8542,1246,4
10389,48385,4
1428,2348,4
3964,4963,3
5814,86882,4
1523,102123,5
905,1204,5
3831,122900,2
3696,590,3
8263,54281,3
2448,3527,4
5056,7001,2
2213,252,3
2237,628,4
9940,4865,4
321,27801,3
6752,31804,4
137,2540,1
6532,329,4
4799,109374,2
1224,527,3
3333,1080,5
4149,36850,2
7865,6545,2
560,7263,5
2581,8493,4
858,1240,2
6962,6156,1
4429,1291,2
4866,57669,2
6249,589,2
1935,1967,3
171,1682,4
7393,256,2
6237,1380,1
5264,64575,4
919,946,3
9205,5598,1
3055,1356,4
7531,55269,4
1402,2571,5
7942,1611,3
8763,7361,4
10237,1625,4
2974,3555,3
9466,6059,3
847,167370,1
4277,1222,4
3083,79796,4
4688,102903,4
7681,4826,3
8797,904,5
1520,32031,2
8628,5952,5
1881,50872,4
1688,89,4
7751,2792,3
10310,4226,4
6448,4022,3
1238,91658,5
5744,62,4
3593,82459,4
9304,2115,3
3503,8360,3
7505,39,3
6239,2826,2
4261,550,3
3339,6333,4
7737,667,3
8852,2331,3
4639,134853,3
8212,72998,5
1117,2797,4
9402,110,2
3266,2335,1
4688,4886,3
3739,541,5
7253,1909,3
2036,7254,4
4089,377,4
6796,1222,4
5281,59103,3
6810,253,4
7355,8983,5
6434,55247,3
548,115680,3
9391,67997,3
2012,5949,3
10444,1196,3
5114,90746,3
1968,196417,3
3150,103315,1
1681,455,4
3248,366,5
9826,182825,3
8486,2706,4
8470,2722,5
10013,2470,3
9431,7147,3
4828,7584,5
2001,186,2
9835,1562,4
6217,1210,3
4201,260,5
9398,1210,3
4290,3429,4
2146,111759,5
4429,68319,1
2922,19,1
8271,2700,3
9006,2324,5
5147,8912,3
3243,27788,4
5201,4085,2
2806,466,5
10169,586,5
8187,5500,4
1778,3969,3
472,1136,4
9676,592,2
5056,588,2
4955,1196,4
2944,318,5
147,1261,4
2389,3039,5
521,2706,2
4459,54503,4
5642,27879,4
6127,32,4
8183,7158,4
8469,16,5
7036,82242,3
3067,474,3
4405,6934,4
8668,2997,2
9644,344,3
8000,4896,3
1208,34048,4
10462,1682,2
8115,1721,2
7063,1198,4
927,1980,2
4601,1500,4
6550,1203,4
8035,4007,3
3834,454,3
1748,180497,4
9090,81834,5
1748,2683,4
4575,6268,4
3775,63,5
10221,597,4
9170,76293,5
5195,7222,2
6139,218,3
8215,53996,1
2605,2186,3
6255,5385,4
4447,7451,2
9992,95510,3
9974,1732,3
7036,2990,4
8712,2018,4
3218,1207,5
988,1704,3
7347,839,4
6393,44,5
8620,140247,4
9254,955,4
4494,1092,3
3545,3527,4
5742,7036,2
3757,5541,3
10386,926,4
8020,5451,3
541,3793,4
9629,1126,3
6285,74339,1
462,4623,4
2641,2012,2
396,1411,4
5838,147,3
2381,940,3
6713,2081,4
1835,57669,3
4948,750,4
6936,508,3
7355,137857,4
7081,31658,2
5327,223,3
4676,30749,4
8917,466,3
2353,3081,2
6340,3408,5
95,95510,2
8423,351,2
1911,34,3
1619,4546,4
5226,1175,2
4711,1201,2
5520,1580,3
8625,2433,3
6353,2012,3
409,27564,3
10195,2761,4
6353,47538,4
10445,29,4
5064,1620,2
6625,318,5
6368,1374,4
4204,3104,4
1180,381,3
3063,112290,3
9434,26178,3
6497,101973,1
7474,3851,2
6175,3114,3
2857,1262,3
4924,8930,4
8022,1,2
9156,5574,4
5682,171763,3
9448,2473,3
10325,4068,4
3309,919,4
3024,431,4
7040,1213,4
3656,750,4
3870,57538,2
4835,92234,4
7096,6712,3
8938,2139,3
3541,1246,3
9023,3638,3
9096,4498,3
4952,7143,4
5494,593,5
4210,1273,3
4559,2002,4
6285,78037,3
2406,60514,2
8816,915,5
4601,1584,3
5572,122906,4
6276,1499,2
7095,2028,3
2100,2710,1
3263,3421,3
3783,608,4
3565,6218,4
3263,47,2
7107,8533,5
2281,4886,3
3754,4061,1
4696,2355,3
996,2797,2
3166,5620,4
6218,3095,2
4340,593,4
5298,3707,4
2067,2054,3
243,63992,1
7446,2144,5
8561,1230,3
1829,440,4
1203,26492,3
4713,6380,4
3692,2289,4
3691,48516,4
10202,1206,5
3400,2,3
5975,440,3
5965,46530,3
1401,177593,3
4440,588,4
3029,377,4
5838,33493,5
7491,4708,5
7134,30803,3
5742,3210,4
9594,543,4
3323,1023,5
901,1208,5
5402,71205,3
2473,2640,4
6061,3527,4
8048,8957,1
5783,27338,1
3774,3175,4
757,26301,3
847,539,3
4592,1079,4
734,1246,5
2080,5069,3
4483,6645,4
2856,6385,1
8796,1858,4
8076,5060,4
2383,349,4
3792,1059,3
97,520,4
396,866,3
4757,4638,4
4992,3508,4
9378,1203,3
3256,1345,3
2217,7158,3
6703,31694,4
5872,35836,4
3694,111364,3
2701,96079,4
4420,1387,4
10503,1196,2
4365,4213,3
7784,1093,4
7782,34,4
5215,3744,2
8391,33794,1
8627,165,3
8411,356,4
5368,4571,4
1773,8371,4
6913,4022,4
935,80693,4
10060,1031,4
5233,319,5
1655,1247,4
803,627,3
8979,1722,2
1552,3361,4
2164,55052,4
3255,217,2
2515,54001,4
2719,2959,5
4656,5679,4
9580,1410,2
10106,8808,3
8710,8961,4
5577,173,3
2032,87232,4
2974,59369,4
8254,1395,5
8183,5992,3
8121,8912,4
2938,170799,3
5045,1678,5
409,1777,3
5126,529,4
7865,71550,1
775,6373,3
8461,168492,3
6108,44665,4
5121,349,4
5872,589,3
2226,48,1
7232,671,3
10397,6,3
6555,62,4
2625,2858,4
5482,16,4
8619,39481,4
9107,1227,4
6098,1185,5
6776,190349,3
460,47382,3
9379,3535,3
8277,32,3
1764,6003,3
7403,2011,4
803,1010,3
1160,555,4
4658,72998,1
6467,1036,5
5167,260,4
787,1213,5
8523,4446,3
7280,318,3
757,8690,4
10041,3623,4
4881,3159,3
1520,112804,4
8029,2571,5
1163,48516,4
3593,1206,3
9640,1982,3
5474,64622,4
4142,1721,3
1907,6541,2
9683,318,3
4761,1291,4
5838,367,3
7712,8370,4
10115,780,2
3831,6708,4
6826,117590,3
7490,3892,2
9794,2395,5
549,61348,1
10336,8528,2
10462,2157,2
4940,3016,5
9101,84944,3
2775,69306,3
4956,4546,4
3624,111443,4
9030,3798,4
5216,59784,4
8869,54286,4
4267,107069,3
3580,1101,4
9827,318,5
9230,1589,3
3722,2124,3
6854,319,3
6836,60766,4
5742,55282,3
7232,786,3
6247,1080,5
9703,43936,3
5371,2144,4
1324,177,1
10512,1203,5
8877,3275,3
8209,2571,4
626,2297,3
2390,47,3
5462,4874,2
9687,32,3
8048,7451,2
5242,1752,1
7192,3147,5
5767,95167,4
7030,1213,4
8888,72011,2
6276,114662,4
4194,91500,4
8215,5500,2
4019,181141,4
2903,1961,5
1758,31424,1
6374,3477,3
10237,7438,3
3632,56782,4
2545,111,5
7406,208,3
1686,1617,5
8528,85394,4
4668,1882,2
5382,2959,4
162,377,1
2054,196,3
2997,4886,5
9116,112171,1
10258,122,1
1223,4144,3
514,3996,4
4156,116797,4
2345,162600,4
1543,184257,3
1137,370,2
8276,350,4
626,6993,3
6665,1663,5
9962,6565,3
5195,5388,4
23,1836,3
3939,2542,3
4645,2015,2
7807,59784,2
10401,1321,4
4957,6365,3
9401,69757,3
7657,5146,4
9137,1907,4
5242,1049,4
3948,78088,3
581,8368,3
7415,8644,3
6405,318,4
256,2392,2
7069,1721,4
4959,370,3
4013,2761,4
1187,32587,2
440,904,4
5346,49772,4
2556,152017,1
9629,1289,5
1243,2001,2
8215,27801,3
2204,4308,4
9845,1394,5
6033,60514,4
6814,2265,3
1008,7148,1
8592,7366,5
5911,4993,3
7435,6934,1
1645,208,1
582,1210,5
9849,66097,4
321,7016,3
2343,4464,3
321,66785,3
1228,98961,4
8726,5378,1
8966,4306,4
4828,1682,4
1977,58293,2
6042,293,5
10439,2991,4
7704,3916,4
8575,4816,2
8689,8607,4
1373,1215,2
3259,184015,1
9329,1884,3
10511,2321,4
2161,8368,4
2177,6550,3
8734,1196,5
3288,208,3
648,7293,3
7062,4308,4
23,156,5
8642,110,2
1612,1609,4
5305,3386,4
4886,88810,4
8919,308,4
566,2099,1
3929,3686,4
7793,177,3
8215,5388,3
4785,45517,5
9397,5218,1
4753,1,3
7139,6291,3
6393,1302,5
46,25842,4
5419,380,4
9639,4292,3
548,45722,4
7766,1148,4
5629,1918,3
2796,1252,4
2112,432,3
7531,2683,3
5767,8368,4
519,2324,4
649,4488,4
3624,3977,3
9937,2959,5
5572,98246,3
3180,98491,3
9849,195967,3
4772,83086,5
6025,485,3
8648,2530,2
10389,152077,2
1652,4148,4
1033,296,4
426,904,4
7790,419,1
10389,2683,4
5372,2987,2
3545,4291,2
4848,551,5
4645,808,3
7272,103228,4
5742,1674,4
1167,47610,5
3150,197199,3
9466,50601,3
2908,6016,5
171,1343,4
6948,1212,3
3083,129737,3
8396,1242,4
3768,592,4
3918,2959,5
7284,112183,5
6595,1127,3
9773,3296,3
5250,536,3
1020,432,2
3698,1590,5
3890,3238,1
8619,1227,4
5469,4995,5
10109,76093,5
4082,1136,4
4441,2301,5
3399,3219,4
3296,72998,4
3832,1079,3
2441,1391,4
6964,167042,4
7856,7143,2
1842,4886,4
737,59315,4
6504,349,4
6751,555,5
1618,7451,4
8946,3471,4
6916,1614,2
6981,79091,4
6130,356,4
8315,90,3
7288,4534,4
171,266,3
7798,114342,4
9809,1525,2
9977,1370,4
8215,135569,3
2287,4254,1
10060,2429,2
4354,59501,3
6796,2571,5
6198,2959,1
6796,2997,5
8867,1193,1
8226,96829,2
9022,3507,3
6408,101962,4
7942,1961,4
4973,6,4
4668,6539,4
9141,2671,2
3476,2013,4
7998,1955,4
5796,539,3
4953,8530,4
1717,480,4
1232,91500,4
4377,1721,5
8428,1219,4
2424,500,4
4253,33004,1
3937,5464,4
5335,5618,4
7865,88140,4
10250,161,4
10241,239,3
5860,77854,3
2021,4771,5
1228,7981,5
5442,122882,4
6752,653,3
4688,6365,4
8472,1681,2
2601,2302,1
10331,2687,3
6353,33779,3
7470,5989,4
10194,2763,4
10068,5111,1
1946,7395,5
394,3863,2
2104,4306,4
8487,4226,5
9361,1747,2
10354,90600,4
607,2455,3
8895,3044,5
4969,6502,3
7157,1590,2
9317,112,5
5264,108190,4
3260,4973,4
